"gene_id" "locusName" "Description" "colors"
"Manes.15G033900.v8.1" "Manes.15G033900" "(1 of 3) 2.1.1.295 - 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase / MPBQ/MSBQ methyltransferase" "turquoise"
"Manes.15G034300.v8.1" "Manes.15G034300" "(1 of 2) K07950 - ADP-ribosylation factor-like protein 5B (ARL5B)" "turquoise"
"Manes.15G036100.v8.1" "Manes.15G036100" "(1 of 5) PTHR31734:SF11 - AUXIN-RESPONSIVE PROTEIN IAA1-RELATED" "turquoise"
"Manes.15G036300.v8.1" "Manes.15G036300" "(1 of 1) PTHR11141//PTHR11141:SF4 - PROTEIN TRANSPORT PROTEIN SEC23 // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G038600.v8.1" "Manes.15G038600" NA "turquoise"
"Manes.15G039400.v8.1" "Manes.15G039400" "(1 of 3) PTHR14155//PTHR14155:SF178 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G040700.v8.1" "Manes.15G040700" NA "turquoise"
"Manes.15G041900.v8.1" "Manes.15G041900" NA "turquoise"
"Manes.15G042800.v8.1" "Manes.15G042800" "(1 of 2) PTHR10219//PTHR10219:SF36 - GLYCOLIPID TRANSFER PROTEIN-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G043500.v8.1" "Manes.15G043500" "(1 of 2) PTHR10783:SF53 - PHOSPHATE TRANSPORTER PHO1" "turquoise"
"Manes.15G043800.v8.1" "Manes.15G043800" "(1 of 1) PTHR13528//PTHR13528:SF6 - 39S RIBOSOMAL PROTEIN L28, MITOCHONDRIAL // 50S RIBOSOMAL PROTEIN L28, CHLOROPLASTIC" "turquoise"
"Manes.15G044100.v8.1" "Manes.15G044100" "(1 of 11) K14411 - RNA-binding protein Musashi (MSI)" "turquoise"
"Manes.15G044700.v8.1" "Manes.15G044700" NA "turquoise"
"Manes.15G045000.v8.1" "Manes.15G045000" "(1 of 8) PF03767 - HAD superfamily, subfamily IIIB (Acid phosphatase) (Acid_phosphat_B)" "turquoise"
"Manes.15G046300.v8.1" "Manes.15G046300" "(1 of 3) K01703 - 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit (leuC)" "turquoise"
"Manes.15G047200.v8.1" "Manes.15G047200" "(1 of 1) PTHR19288//PTHR19288:SF38 - 4-NITROPHENYLPHOSPHATASE-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G047900.v8.1" "Manes.15G047900" "(1 of 1) PTHR13140//PTHR13140:SF391 - MYOSIN // MYOSIN-10-RELATED" "turquoise"
"Manes.15G048500.v8.1" "Manes.15G048500" NA "turquoise"
"Manes.15G049400.v8.1" "Manes.15G049400" "(1 of 2) PTHR10071//PTHR10071:SF173 - TRANSCRIPTION FACTOR GATA  GATA BINDING FACTOR // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G050400.v8.1" "Manes.15G050400" NA "turquoise"
"Manes.15G050825.v8.1" "Manes.15G050825" "(1 of 1) K01687 - dihydroxy-acid dehydratase (ilvD)" "turquoise"
"Manes.15G050900.v8.1" "Manes.15G050900" "(1 of 5) KOG0522 - Ankyrin repeat protein" "turquoise"
"Manes.15G051466.v8.1" "Manes.15G051466" "(1 of 1) K11269 - chromosome transmission fidelity protein 18 (CTF18, CHL12)" "turquoise"
"Manes.15G051715.v8.1" "Manes.15G051715" "(1 of 4) 3.2.1.45 - Glucosylceramidase / D-glucosyl-N-acylsphingosine glucohydrolase" "turquoise"
"Manes.15G051900.v8.1" "Manes.15G051900" NA "turquoise"
"Manes.15G054700.v8.1" "Manes.15G054700" "(1 of 6) K03231 - elongation factor 1-alpha (EEF1A)" "turquoise"
"Manes.15G054900.v8.1" "Manes.15G054900" "(1 of 6) K03231 - elongation factor 1-alpha (EEF1A)" "turquoise"
"Manes.15G055100.v8.1" "Manes.15G055100" NA "turquoise"
"Manes.15G055600.v8.1" "Manes.15G055600" NA "turquoise"
"Manes.15G056400.v8.1" "Manes.15G056400" NA "turquoise"
"Manes.15G058400.v8.1" "Manes.15G058400" "(1 of 4) PTHR24351//PTHR24351:SF87 - RIBOSOMAL PROTEIN S6 KINASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G058600.v8.1" "Manes.15G058600" NA "turquoise"
"Manes.15G059000.v8.1" "Manes.15G059000" "(1 of 1) PTHR11254:SF291 - E3 UBIQUITIN-PROTEIN LIGASE HUWE1" "turquoise"
"Manes.15G059300.v8.1" "Manes.15G059300" "(1 of 1) K03500 - 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176] (rsmB, sun)" "turquoise"
"Manes.15G060500.v8.1" "Manes.15G060500" NA "turquoise"
"Manes.15G060800.v8.1" "Manes.15G060800" NA "turquoise"
"Manes.15G061600.v8.1" "Manes.15G061600" "(1 of 2) PTHR23153:SF37 - DNA DAMAGE RESPONSE PROTEIN WSS1" "turquoise"
"Manes.15G061700.v8.1" "Manes.15G061700" "(1 of 3) PF01426//PF05641 - BAH domain (BAH) // Agenet domain (Agenet)" "turquoise"
"Manes.15G062000.v8.1" "Manes.15G062000" "(1 of 2) PTHR23416//PTHR23416:SF56 - SIALIC ACID SYNTHASE-RELATED // SERINE ACETYLTRANSFERASE 1, CHLOROPLASTIC-RELATED" "turquoise"
"Manes.15G062300.v8.1" "Manes.15G062300" "(1 of 27) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase" "turquoise"
"Manes.15G063800.v8.1" "Manes.15G063800" "(1 of 2) PTHR13902//PTHR13902:SF44 - SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED // SERINE/THREONINE-PROTEIN KINASE WNK11-RELATED" "turquoise"
"Manes.15G064900.v8.1" "Manes.15G064900" "(1 of 1) PTHR22884//PTHR22884:SF340 - SET DOMAIN PROTEINS // HISTONE-LYSINE N-METHYLTRANSFERASE SU(VAR)3-9-RELATED" "turquoise"
"Manes.15G065000.v8.1" "Manes.15G065000" "(1 of 3) K03163 - DNA topoisomerase I [EC:5.99.1.2] (TOP1)" "turquoise"
"Manes.15G065700.v8.1" "Manes.15G065700" "(1 of 2) K15423 - serine/threonine-protein phosphatase 4 catalytic subunit (PPP4C)" "turquoise"
"Manes.15G065900.v8.1" "Manes.15G065900" "(1 of 3) PTHR10504//PTHR10504:SF73 - BACTERICIDAL PERMEABILITY-INCREASING  BPI  PROTEIN-RELATED // PROTEIN C05C9.1" "turquoise"
"Manes.15G066300.v8.1" "Manes.15G066300" "(1 of 1) PTHR13773//PTHR13773:SF10 - PHOSPHATIDATE CYTIDYLYLTRANSFERASE // PHOSPHATIDATE CYTIDYLYLTRANSFERASE" "turquoise"
"Manes.15G069200.v8.1" "Manes.15G069200" "(1 of 3) 2.3.1.61 - Dihydrolipoyllysine-residue succinyltransferase / Succinyl-CoA:dihydrolipoate S-succinyltransferase" "turquoise"
"Manes.15G069600.v8.1" "Manes.15G069600" "(1 of 4) PTHR24351//PTHR24351:SF87 - RIBOSOMAL PROTEIN S6 KINASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G070000.v8.1" "Manes.15G070000" "(1 of 82) 5.2.1.8 - Peptidylprolyl isomerase / Rotamase" "turquoise"
"Manes.15G070100.v8.1" "Manes.15G070100" "(1 of 3) K18270 - Rab3 GTPase-activating protein catalytic subunit (RAB3GAP1)" "turquoise"
"Manes.15G070200.v8.1" "Manes.15G070200" "(1 of 4) PTHR22835//PTHR22835:SF116 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G071150.v8.1" "Manes.15G071150" NA "turquoise"
"Manes.15G071200.v8.1" "Manes.15G071200" "(1 of 2) K02115 - F-type H+-transporting ATPase subunit gamma (ATPF1G, atpG)" "turquoise"
"Manes.15G071500.v8.1" "Manes.15G071500" "(1 of 2) PTHR10388//PTHR10388:SF16 - EUKARYOTIC TRANSLATION INITIATION FACTOR SUI1 // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G071900.v8.1" "Manes.15G071900" NA "turquoise"
"Manes.15G072400.v8.1" "Manes.15G072400" "(1 of 1) PTHR10434//PTHR10434:SF17 - 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G073600.v8.1" "Manes.15G073600" NA "turquoise"
"Manes.15G074800.v8.1" "Manes.15G074800" "(1 of 1) K19025 - AP-5 complex subunit zeta-1 (AP5Z1, SPG48)" "turquoise"
"Manes.15G075400.v8.1" "Manes.15G075400" NA "turquoise"
"Manes.15G076800.v8.1" "Manes.15G076800" "(1 of 2) PTHR13268//PTHR13268:SF1 - BREAST CARCINOMA AMPLIFIED SEQUENCE 3 // AUTOPHAGY-RELATED PROTEIN 18F" "turquoise"
"Manes.15G078400.v8.1" "Manes.15G078400" NA "turquoise"
"Manes.15G079100.v8.1" "Manes.15G079100" NA "turquoise"
"Manes.15G080300.v8.1" "Manes.15G080300" NA "turquoise"
"Manes.15G080400.v8.1" "Manes.15G080400" "(1 of 1) PTHR22847//PTHR22847:SF490 - WD40 REPEAT PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G080500.v8.1" "Manes.15G080500" "(1 of 2) PTHR16223//PTHR16223:SF46 - FAMILY NOT NAMED // TRANSCRIPTION FACTOR BHLH123" "turquoise"
"Manes.15G081000.v8.1" "Manes.15G081000" "(1 of 5) PTHR27002:SF9 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 27-RELATED" "turquoise"
"Manes.15G081202.v8.1" "Manes.15G081202" "(1 of 6) PTHR31717//PTHR31717:SF7 - FAMILY NOT NAMED // B-BOX DOMAIN PROTEIN 26-RELATED" "turquoise"
"Manes.15G083100.v8.1" "Manes.15G083100" "(1 of 3) PTHR13140//PTHR13140:SF384 - MYOSIN // MYOSIN-2" "turquoise"
"Manes.15G085200.v8.1" "Manes.15G085200" NA "turquoise"
"Manes.15G085300.v8.1" "Manes.15G085300" "(1 of 2) PTHR14221:SF0 - WD REPEAT-CONTAINING PROTEIN 44" "turquoise"
"Manes.15G085700.v8.1" "Manes.15G085700" NA "turquoise"
"Manes.15G086700.v8.1" "Manes.15G086700" NA "turquoise"
"Manes.15G087700.v8.1" "Manes.15G087700" NA "turquoise"
"Manes.15G088600.v8.1" "Manes.15G088600" "(1 of 2) PTHR13832//PTHR13832:SF333 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 39-RELATED" "turquoise"
"Manes.15G088800.v8.1" "Manes.15G088800" NA "turquoise"
"Manes.15G089000.v8.1" "Manes.15G089000" NA "turquoise"
"Manes.15G089100.v8.1" "Manes.15G089100" "(1 of 2) K08838 - serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1] (STK24_25_MST4)" "turquoise"
"Manes.15G089300.v8.1" "Manes.15G089300" NA "turquoise"
"Manes.15G089400.v8.1" "Manes.15G089400" NA "turquoise"
"Manes.15G089728.v8.1" "Manes.15G089728" "(1 of 5) 4.1.3.38 - Aminodeoxychorismate lyase / Enzyme X" "turquoise"
"Manes.15G090500.v8.1" "Manes.15G090500" NA "turquoise"
"Manes.15G090800.v8.1" "Manes.15G090800" "(1 of 1) PTHR10891//PTHR10891:SF633 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G092100.v8.1" "Manes.15G092100" NA "turquoise"
"Manes.15G092300.v8.1" "Manes.15G092300" NA "turquoise"
"Manes.15G092500.v8.1" "Manes.15G092500" "(1 of 2) K04730//K04733 - interleukin-1 receptor-associated kinase 1 (IRAK1) // interleukin-1 receptor-associated kinase 4 (IRAK4)" "turquoise"
"Manes.15G092700.v8.1" "Manes.15G092700" NA "turquoise"
"Manes.15G092800.v8.1" "Manes.15G092800" "(1 of 8) PF00628//PF16135 - PHD-finger (PHD) // TPL-binding domain in jasmonate signalling (Jas)" "turquoise"
"Manes.15G094500.v8.1" "Manes.15G094500" NA "turquoise"
"Manes.15G094700.v8.1" "Manes.15G094700" NA "turquoise"
"Manes.15G094900.v8.1" "Manes.15G094900" "(1 of 1) 3.1.3.32//3.1.3.7 - Polynucleotide 3'-phosphatase / 2'(3')-polynucleotidase // 3'(2'),5'-bisphosphate nucleotidase / Phosphoadenylate 3'-nucleotidase" "turquoise"
"Manes.15G095100.v8.1" "Manes.15G095100" NA "turquoise"
"Manes.15G095300.v8.1" "Manes.15G095300" "(1 of 2) PTHR16517//PTHR16517:SF35 - TUBBY-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G095600.v8.1" "Manes.15G095600" "(1 of 1) PTHR11679//PTHR11679:SF1 - VESICLE PROTEIN SORTING-ASSOCIATED // VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 33B" "turquoise"
"Manes.15G095900.v8.1" "Manes.15G095900" NA "turquoise"
"Manes.15G096100.v8.1" "Manes.15G096100" NA "turquoise"
"Manes.15G097000.v8.1" "Manes.15G097000" NA "turquoise"
"Manes.15G097400.v8.1" "Manes.15G097400" NA "turquoise"
"Manes.15G097900.v8.1" "Manes.15G097900" "(1 of 3) PTHR31618//PTHR31618:SF1 - FAMILY NOT NAMED // MECHANOSENSITIVE ION CHANNEL PROTEIN 6-RELATED" "turquoise"
"Manes.15G100700.v8.1" "Manes.15G100700" NA "turquoise"
"Manes.15G100900.v8.1" "Manes.15G100900" NA "turquoise"
"Manes.15G101000.v8.1" "Manes.15G101000" "(1 of 1) KOG2789 - Putative Zn-finger protein" "turquoise"
"Manes.15G101300.v8.1" "Manes.15G101300" "(1 of 2) PTHR23115//PTHR23115:SF138 - TRANSLATION FACTOR // TRANSLATION INITIATION FACTOR IF-2, CHLOROPLASTIC" "turquoise"
"Manes.15G103100.v8.1" "Manes.15G103100" NA "turquoise"
"Manes.15G103200.v8.1" "Manes.15G103200" "(1 of 1) PF00013//PF00642//PF14608 - KH domain (KH_1) // Zinc finger C-x8-C-x5-C-x3-H type (and similar) (zf-CCCH) // RNA-binding, Nab2-type zinc finger (zf-CCCH_2)" "turquoise"
"Manes.15G103700.v8.1" "Manes.15G103700" "(1 of 1) PTHR12741//PTHR12741:SF12 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 9" "turquoise"
"Manes.15G105500.v8.1" "Manes.15G105500" "(1 of 1) PTHR23163:SF0 - E3 UBIQUITIN-PROTEIN LIGASE BRE1" "turquoise"
"Manes.15G105900.v8.1" "Manes.15G105900" NA "turquoise"
"Manes.15G106500.v8.1" "Manes.15G106500" "(1 of 7) K04382 - serine/threonine-protein phosphatase 2A catalytic subunit (PPP2C)" "turquoise"
"Manes.15G108300.v8.1" "Manes.15G108300" "(1 of 3) PTHR10527//PTHR10527:SF29 - IMPORTIN BETA // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G108500.v8.1" "Manes.15G108500" "(1 of 3) PTHR11588:SF48 - TUBULIN ALPHA-1 CHAIN-RELATED" "turquoise"
"Manes.15G108900.v8.1" "Manes.15G108900" "(1 of 3) PF00560//PF07714//PF11721 - Leucine Rich Repeat (LRR_1) // Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin)" "turquoise"
"Manes.15G109000.v8.1" "Manes.15G109000" NA "turquoise"
"Manes.15G109101.v8.1" "Manes.15G109101" "(1 of 1) PF00648//PF04844 - Calpain family cysteine protease (Peptidase_C2) // Transcriptional repressor, ovate (Ovate)" "turquoise"
"Manes.15G109201.v8.1" "Manes.15G109201" "(1 of 8) PF00887 - Acyl CoA binding protein (ACBP)" "turquoise"
"Manes.15G110100.v8.1" "Manes.15G110100" "(1 of 1) PTHR17130:SF24 - GAN" "turquoise"
"Manes.15G110200.v8.1" "Manes.15G110200" "(1 of 1) K11320 - E1A-binding protein p400 [EC:3.6.4.-] (EP400)" "turquoise"
"Manes.15G110400.v8.1" "Manes.15G110400" "(1 of 1) PTHR31221:SF16 - WRKY TRANSCRIPTION FACTOR 62-RELATED" "turquoise"
"Manes.15G110500.v8.1" "Manes.15G110500" "(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase" "turquoise"
"Manes.15G110700.v8.1" "Manes.15G110700" "(1 of 4) PTHR22763:SF59 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MRP15" "turquoise"
"Manes.15G112100.v8.1" "Manes.15G112100" "(1 of 2) K11322 - enhancer of polycomb-like protein (EPC)" "turquoise"
"Manes.15G112800.v8.1" "Manes.15G112800" "(1 of 1) K16329 - pseudouridine-5'-phosphate glycosidase (psuG)" "turquoise"
"Manes.15G113100.v8.1" "Manes.15G113100" "(1 of 1) PTHR13068//PTHR13068:SF5 - CGI-12 PROTEIN-RELATED // MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN" "turquoise"
"Manes.15G113600.v8.1" "Manes.15G113600" NA "turquoise"
"Manes.15G114000.v8.1" "Manes.15G114000" "(1 of 2) PTHR10663//PTHR10663:SF108 - GUANYL-NUCLEOTIDE EXCHANGE FACTOR // BREFELDIN A-INHIBITED GUANINE NUCLEOTIDE-EXCHANGE PROTEIN 1-RELATED" "turquoise"
"Manes.15G114500.v8.1" "Manes.15G114500" NA "turquoise"
"Manes.15G114600.v8.1" "Manes.15G114600" "(1 of 2) PTHR24349//PTHR24349:SF83 - SERINE/THREONINE-PROTEIN KINASE // CALCIUM-DEPENDENT PROTEIN KINASE 6" "turquoise"
"Manes.15G114800.v8.1" "Manes.15G114800" "(1 of 2) PTHR23500:SF96 - MONOSACCHARIDE-SENSING PROTEIN 2" "turquoise"
"Manes.15G115400.v8.1" "Manes.15G115400" "(1 of 5) PTHR23257:SF378 - INTEGRIN-LINKED PROTEIN KINASE FAMILY PROTEIN-RELATED" "turquoise"
"Manes.15G116200.v8.1" "Manes.15G116200" "(1 of 1) K14788 - ribosome biogenesis protein ENP2 (NOL10, ENP2)" "turquoise"
"Manes.15G117400.v8.1" "Manes.15G117400" NA "turquoise"
"Manes.15G118600.v8.1" "Manes.15G118600" "(1 of 1) KOG1003//KOG1850//KOG4809 - Actin filament-coating protein tropomyosin // Myosin-like coiled-coil protein // Rab6 GTPase-interacting protein involved in endosome-to-TGN transport" "turquoise"
"Manes.15G119300.v8.1" "Manes.15G119300" "(1 of 2) K09647 - mitochondrial inner membrane protease subunit 1 (IMP1)" "turquoise"
"Manes.15G120400.v8.1" "Manes.15G120400" "(1 of 34) PF03188 - Eukaryotic cytochrome b561 (Cytochrom_B561)" "turquoise"
"Manes.15G122100.v8.1" "Manes.15G122100" "(1 of 2) K10609 - cullin 4 (CUL4)" "turquoise"
"Manes.15G122600.v8.1" "Manes.15G122600" "(1 of 2) PTHR11624:SF76 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA-2, CHLOROPLASTIC-RELATED" "turquoise"
"Manes.15G123000.v8.1" "Manes.15G123000" "(1 of 2) PTHR23155//PTHR23155:SF442 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // PH DOMAIN LEUCINE-RICH REPEAT-CONTAINING PROTEIN PHOSPHATASE 2" "turquoise"
"Manes.15G123700.v8.1" "Manes.15G123700" NA "turquoise"
"Manes.15G124500.v8.1" "Manes.15G124500" "(1 of 1) K14807 - ATP-dependent RNA helicase DDX51/DBP6 [EC:3.6.4.13] (DDX51, DBP6)" "turquoise"
"Manes.15G127100.v8.1" "Manes.15G127100" "(1 of 2) PTHR11353//PTHR11353:SF101 - CHAPERONIN // 1-PHOSPHATIDYLINOSITOL-3-PHOSPHATE 5-KINASE FAB1C-RELATED" "turquoise"
"Manes.15G127400.v8.1" "Manes.15G127400" NA "turquoise"
"Manes.15G127600.v8.1" "Manes.15G127600" NA "turquoise"
"Manes.15G128000.v8.1" "Manes.15G128000" "(1 of 1) K09645 - vitellogenic carboxypeptidase-like protein [EC:3.4.16.-] (CPVL)" "turquoise"
"Manes.15G130000.v8.1" "Manes.15G130000" "(1 of 49) PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1)" "turquoise"
"Manes.15G131000.v8.1" "Manes.15G131000" NA "turquoise"
"Manes.15G131300.v8.1" "Manes.15G131300" "(1 of 2) PTHR22951//PTHR22951:SF25 - CLATHRIN ASSEMBLY PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G131400.v8.1" "Manes.15G131400" NA "turquoise"
"Manes.15G131800.v8.1" "Manes.15G131800" "(1 of 2) PTHR22573//PTHR22573:SF47 - PHOSPHOHEXOMUTASE FAMILY MEMBER // PHOSPHOGLUCOMUTASE, CYTOPLASMIC 1-RELATED" "turquoise"
"Manes.15G132650.v8.1" "Manes.15G132650" NA "turquoise"
"Manes.15G134200.v8.1" "Manes.15G134200" "(1 of 1) 3.5.1.108 - UDP-3-O-acyl-N-acetylglucosamine deacetylase / UDP-3-O-acyl-GlcNAc deacetylase" "turquoise"
"Manes.15G134400.v8.1" "Manes.15G134400" "(1 of 5) PF07058 - Microtubule-associated protein 70 (MAP70)" "turquoise"
"Manes.15G135000.v8.1" "Manes.15G135000" "(1 of 2) PTHR26402//PTHR26402:SF584 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // TWO-COMPONENT RESPONSE REGULATOR ARR14" "turquoise"
"Manes.15G135600.v8.1" "Manes.15G135600" "(1 of 1) PF05183//PF14259 - RNA dependent RNA polymerase (RdRP) // RNA recognition motif (a.k.a. RRM, RBD, or RNP domain) (RRM_6)" "turquoise"
"Manes.15G136500.v8.1" "Manes.15G136500" "(1 of 1) PTHR10015//PTHR10015:SF156 - HEAT SHOCK TRANSCRIPTION FACTOR // HEAT STRESS TRANSCRIPTION FACTOR A-8" "turquoise"
"Manes.15G137400.v8.1" "Manes.15G137400" "(1 of 1) 2.7.13.3//3.1.3.16 - Histidine kinase / Protein kinase (histidine) // Protein-serine/threonine phosphatase / Serine/threonine specific protein phosphatase" "turquoise"
"Manes.15G137900.v8.1" "Manes.15G137900" "(1 of 2) K01658 - anthranilate synthase component II (trpG)" "turquoise"
"Manes.15G139000.v8.1" "Manes.15G139000" NA "turquoise"
"Manes.15G139900.v8.1" "Manes.15G139900" "(1 of 2) PTHR10110:SF86 - SODIUM/HYDROGEN EXCHANGER 7-RELATED" "turquoise"
"Manes.15G140900.v8.1" "Manes.15G140900" NA "turquoise"
"Manes.15G141000.v8.1" "Manes.15G141000" "(1 of 1) PTHR13452//PTHR13452:SF9 - THUMP DOMAIN CONTAINING PROTEIN 1-RELATED // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G141500.v8.1" "Manes.15G141500" "(1 of 1) K14439 - SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (SMARCAD1)" "turquoise"
"Manes.15G142500.v8.1" "Manes.15G142500" "(1 of 1) K13220 - WW domain-binding protein 4 (WBP4, FBP21)" "turquoise"
"Manes.15G142950.v8.1" "Manes.15G142950" "(1 of 45) PF00097 - Zinc finger, C3HC4 type (RING finger) (zf-C3HC4)" "turquoise"
"Manes.15G143400.v8.1" "Manes.15G143400" "(1 of 2) PTHR22792:SF62 - LA-RELATED PROTEIN 6C" "turquoise"
"Manes.15G143900.v8.1" "Manes.15G143900" NA "turquoise"
"Manes.15G144100.v8.1" "Manes.15G144100" "(1 of 6) K10400 - kinesin family member 15 (KIF15)" "turquoise"
"Manes.15G144900.v8.1" "Manes.15G144900" NA "turquoise"
"Manes.15G145500.v8.1" "Manes.15G145500" NA "turquoise"
"Manes.15G145600.v8.1" "Manes.15G145600" NA "turquoise"
"Manes.15G146000.v8.1" "Manes.15G146000" "(1 of 1) PTHR10218//PTHR10218:SF222//PTHR10218:SF226 - GTP-BINDING PROTEIN ALPHA SUBUNIT // EXTRA-LARGE GUANINE NUCLEOTIDE-BINDING PROTEIN 1 // EXTRA-LARGE GUANINE NUCLEOTIDE-BINDING PROTEIN 2" "turquoise"
"Manes.15G147750.v8.1" "Manes.15G147750" NA "turquoise"
"Manes.15G148600.v8.1" "Manes.15G148600" "(1 of 3) K12670 - oligosaccharyltransferase complex subunit beta (WBP1)" "turquoise"
"Manes.15G151000.v8.1" "Manes.15G151000" NA "turquoise"
"Manes.15G150300.v8.1" "Manes.15G150300" "(1 of 1) PTHR11122//PTHR11122:SF21 - APOSPORY-ASSOCIATED PROTEIN C-RELATED // ALDOSE 1-EPIMERASE FAMILY PROTEIN-RELATED" "turquoise"
"Manes.15G150500.v8.1" "Manes.15G150500" "(1 of 1) 2.1.1.287 - 25S rRNA (adenine(645)-N(1))-methyltransferase / 25S rRNA m(1)A(645) methyltransferase" "turquoise"
"Manes.15G152900.v8.1" "Manes.15G152900" "(1 of 2) K02739 - 20S proteasome subunit beta 2 (PSMB7)" "turquoise"
"Manes.15G153100.v8.1" "Manes.15G153100" "(1 of 1) PTHR10108//PTHR10108:SF788 - METHYLTRANSFERASE // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G153233.v8.1" "Manes.15G153233" "(1 of 4) PF02892//PF04937 - BED zinc finger (zf-BED) // Protein of unknown function (DUF 659) (DUF659)" "turquoise"
"Manes.15G155100.v8.1" "Manes.15G155100" "(1 of 1) K07556 - ATP synthase mitochondrial F1 complex assembly factor 2 (ATPeAF2, ATPAF2, ATP12)" "turquoise"
"Manes.15G156000.v8.1" "Manes.15G156000" NA "turquoise"
"Manes.15G156300.v8.1" "Manes.15G156300" "(1 of 2) PTHR16151//PTHR16151:SF2 - UNCHARACTERIZED // HAUS AUGMIN-LIKE COMPLEX SUBUNIT 6" "turquoise"
"Manes.15G157300.v8.1" "Manes.15G157300" "(1 of 3) PTHR22880:SF156 - TRANSCRIPTION FACTOR GTE10" "turquoise"
"Manes.15G158100.v8.1" "Manes.15G158100" "(1 of 1) PTHR12585//PTHR12585:SF31 - SCC1 / RAD21 FAMILY MEMBER // SISTER CHROMATID COHESION 1 PROTEIN 2" "turquoise"
"Manes.15G159400.v8.1" "Manes.15G159400" "(1 of 2) PTHR11005//PTHR11005:SF38 - LYSOSOMAL ACID LIPASE-RELATED // TRIACYLGLYCEROL LIPASE 2" "turquoise"
"Manes.15G159600.v8.1" "Manes.15G159600" "(1 of 1) PTHR11061//PTHR11061:SF29 - RNA M5U METHYLTRANSFERASE FAMILY // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G160200.v8.1" "Manes.15G160200" "(1 of 2) K00387 - sulfite oxidase (SUOX)" "turquoise"
"Manes.15G160900.v8.1" "Manes.15G160900" "(1 of 3) PTHR32409//PTHR32409:SF3 - FAMILY NOT NAMED // MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM20-1-RELATED" "turquoise"
"Manes.15G161000.v8.1" "Manes.15G161000" "(1 of 1) PTHR17490//PTHR17490:SF7 - SUA5 // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G162800.v8.1" "Manes.15G162800" NA "turquoise"
"Manes.15G163200.v8.1" "Manes.15G163200" "(1 of 259) PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)" "turquoise"
"Manes.15G164200.v8.1" "Manes.15G164200" "(1 of 2) PTHR24073//PTHR24073:SF375 - FAMILY NOT NAMED // RAS-RELATED PROTEIN RABG3F" "turquoise"
"Manes.15G164500.v8.1" "Manes.15G164500" "(1 of 1) PTHR22835//PTHR22835:SF225 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED" "turquoise"
"Manes.15G164800.v8.1" "Manes.15G164800" NA "turquoise"
