"","gene_id","colors","locusName","Pathways","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"700","Manes.15G102500.v8.1","black","Manes.15G102500","","carb","(1 of 2) K03541 - photosystem II 10kDa protein (psbR)","GO:0009523 GO:0009654 GO:0015979 GO:0042651","","K03541","PF04725","PTHR34369 PTHR34369:SF2","photosystem II subunit R"
"701","Manes.15G103500.v8.1","midnightblue","Manes.15G103500","PWY-6773","carb","(1 of 3) PTHR12741//PTHR12741:SF21 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 3","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","K11000","PF02364 PF04652 PF14288","PTHR12741 PTHR12741:SF21","glucan synthase-like 12"
"702","Manes.15G103700.v8.1","lightcyan","Manes.15G103700","PWY-6773","carb","(1 of 1) PTHR12741//PTHR12741:SF12 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 9","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","K11000","PF02364 PF14288","PTHR12741 PTHR12741:SF12","glucan synthase-like 10"
"703","Manes.15G106900.v8.1","darkslateblue","Manes.15G106900","","carb","(1 of 2) PTHR32227:SF48 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 4","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF48","O-Glycosyl hydrolases family 17 protein"
"704","Manes.15G118600.v8.1","darkolivegreen4","Manes.15G118600","GLYCOGENSYNTH-PWY; PWY-622","carb","(1 of 1) KOG1003//KOG1850//KOG4809 - Actin filament-coating protein tropomyosin // Myosin-like coiled-coil protein // Rab6 GTPase-interacting protein involved in endosome-to-TGN transport","GO:0004373","KOG1003 KOG1850 KOG4809","","PF00534 PF13579","PTHR12526 PTHR12526:SF304","starch synthase 4"
"705","Manes.15G125500.v8.1","thistle1","Manes.15G125500","","carb","(1 of 1) PTHR11214//PTHR11214:SF92 - BETA-1;3-N-ACETYLGLUCOSAMINYLTRANSFERASE // BETA-1;3-GALACTOSYLTRANSFERASE 20-RELATED","GO:0006486 GO:0008378 GO:0016020 GO:0030246","KOG2287","","PF00337 PF01762","PTHR11214 PTHR11214:SF92","Galactosyltransferase family protein"
"706","Manes.15G131800.v8.1","chocolate4","Manes.15G131800","PWY-3801; GLYCOGENSYNTH-PWY; SUCSYN-PWY; PWY-7238; PWY-7343; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","carb","(1 of 2) PTHR22573//PTHR22573:SF47 - PHOSPHOHEXOMUTASE FAMILY MEMBER // PHOSPHOGLUCOMUTASE; CYTOPLASMIC 1-RELATED","GO:0005975 GO:0016868 GO:0071704","","K01835","PF00408 PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF47","Phosphoglucomutase/phosphomannomutase family protein"
"707","Manes.15G132300.v8.1","lightgreen","Manes.15G132300","PWY-1081","carb","(1 of 2) PTHR31080//PTHR31080:SF10 - FAMILY NOT NAMED // PLANT INVERTASE/PECTIN METHYLESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF10","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"708","Manes.15G132400.v8.1","lightgreen","Manes.15G132400","","carb","(1 of 1) PTHR22298//PTHR22298:SF28 - ENDO-1;4-BETA-GLUCANASE // ENDOGLUCANASE 4-RELATED","GO:0004553 GO:0005975","","","PF00759","PTHR22298 PTHR22298:SF28","glycosyl hydrolase 9B1"
"709","Manes.15G132800.v8.1","orangered1","Manes.15G132800","","carb","(1 of 2) PTHR32227//PTHR32227:SF61 - FAMILY NOT NAMED // GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 3","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF61","O-Glycosyl hydrolases family 17 protein"
"710","Manes.15G136100.v8.1","orangered1","Manes.15G136100","","carb","(1 of 3) PTHR10788//PTHR10788:SF48 - TREHALOSE-6-PHOSPHATE SYNTHASE // ALPHA;ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 6","GO:0003824 GO:0005992 GO:0008152","","K16055","PF00982 PF08282","PTHR10788 PTHR10788:SF48","UDP-Glycosyltransferase / trehalose-phosphatase family protein"
"711","Manes.15G137800.v8.1","red","Manes.15G137800","","carb","(1 of 3) PTHR31062//PTHR31062:SF44 - FAMILY NOT NAMED // XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 27-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF44","xyloglucan endotransglucosylase/hydrolase 28"
"712","Manes.15G147700.v8.1","firebrick4","Manes.15G147700","PWY-7560","carot","(1 of 2) 1.17.1.2 - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase / HMBPP reductase","GO:0019288 GO:0046872 GO:0050992 GO:0051745","","K03527","PF02401","PTHR31619 PTHR31619:SF2","4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"713","Manes.15G148600.v8.1","purple","Manes.15G148600","MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","carb","(1 of 3) K12670 - oligosaccharyltransferase complex subunit beta (WBP1)","GO:0005789 GO:0018279","","K12670","PF03345","PTHR10830",""
"714","Manes.15G150300.v8.1","royalblue","Manes.15G150300","","carb","(1 of 1) PTHR11122//PTHR11122:SF21 - APOSPORY-ASSOCIATED PROTEIN C-RELATED // ALDOSE 1-EPIMERASE FAMILY PROTEIN-RELATED","GO:0005975 GO:0016853","KOG1594","K01792","PF01263","PTHR11122 PTHR11122:SF21","aldose 1-epimerase family protein"
"715","Manes.15G151700.v8.1","tan3","Manes.15G151700","PWY-7426","carb","(1 of 6) 2.4.1.144 - Beta-1;4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase / acetylglucosaminyltransferase III","GO:0003830 GO:0006487 GO:0016020","","K00737","PF04724","PTHR12224 PTHR12224:SF1","beta-1,4-N-acetylglucosaminyltransferase family protein"
"716","Manes.15G151900.v8.1","antiquewhite4","Manes.15G151900","PWY-4841","carb","(1 of 1) 2.7.1.43 - Glucuronokinase","GO:0005524 GO:0005737 GO:0008152 GO:0016301 GO:0016773","","K16190","PF00288","PTHR10457 PTHR10457:SF13","glucuronokinase G"
"717","Manes.15G153800.v8.1","yellow2","Manes.15G153800","PWY-7411; PWY-6118","carb","(1 of 1) PTHR11728:SF8 - GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD(+)]; CYTOPLASMIC","GO:0004367 GO:0005975 GO:0006072 GO:0009331 GO:0016616 GO:0042803 GO:0046168 GO:0051287 GO:0055114","","K00006","PF01210 PF07479","PTHR11728 PTHR11728:SF8","NAD-dependent glycerol-3-phosphate dehydrogenase family protein"
"718","Manes.15G156500.v8.1","darkred","Manes.15G156500","PENTOSE-P-PWY; OXIDATIVEPENT-PWY","carb","(1 of 2) PTHR23429//PTHR23429:SF6 - GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE  G6PD // SUBFAMILY NOT NAMED","GO:0004345 GO:0006006 GO:0050661 GO:0055114","","K00036","PF00479 PF02781","PTHR23429 PTHR23429:SF6","glucose-6-phosphate dehydrogenase 6"
"719","Manes.15G156700.v8.1","aliceblue","Manes.15G156700","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA)","GO:0006006 GO:0016620 GO:0050661 GO:0051287 GO:0055114","KOG0657","K00134","PF00044 PF02800","PTHR10836 PTHR10836:SF59","glyceraldehyde-3-phosphate dehydrogenase C2"
"720","Manes.15G159200.v8.1","turquoise","Manes.15G159200","PHOTOALL-PWY; PENTOSE-P-PWY; NONOXIPENT-PWY; PWY-5723; CALVIN-PWY","carb","(1 of 4) 5.1.3.1 - Ribulose-phosphate 3-epimerase / Xylulose phosphate 3-epimerase","GO:0005975 GO:0016857","","K01783","PF00834","PTHR11749","Aldolase-type TIM barrel family protein"
"721","Manes.15G163900.v8.1","tan4","Manes.15G163900","","carb","(1 of 3) PTHR32227//PTHR32227:SF16 - FAMILY NOT NAMED // GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 7-RELATED","GO:0004553 GO:0005975","","","PF00332","PTHR32227 PTHR32227:SF16",""
"722","Manes.15G170100.v8.1","lightgreen","Manes.15G170100","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 1) PTHR11817//PTHR11817:SF26 - PYRUVATE KINASE // PLASTIDIAL PYRUVATE KINASE 3; CHLOROPLASTIC","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF26","plastidial pyruvate kinase 3"
"723","Manes.15G170600.v8.1","magenta","Manes.15G170600","PWY0-662","carb","(1 of 1) PTHR10210//PTHR10210:SF54 - RIBOSE-PHOSPHATE PYROPHOSPHOKINASE // RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 1; CHLOROPLASTIC-RELATED","GO:0000287 GO:0004749 GO:0009165","KOG1448","K00948","PF13793 PF14572","PTHR10210 PTHR10210:SF54","Phosphoribosyltransferase family protein"
"724","Manes.15G172800.v8.1","thistle1","Manes.15G172800","UDPNACETYLGALSYN-PWY","carb","(1 of 1) 5.4.2.3 - Phosphoacetylglucosamine mutase / N-acetylglucosamine-phosphate mutase","GO:0004610 GO:0005975 GO:0016868 GO:0071704","","K01836","PF00408 PF02878 PF02880","PTHR22573 PTHR22573:SF15","phosphoglucosamine mutase-related"
"725","Manes.15G172100.v8.1","mediumpurple2","Manes.15G172100","PWY66-399","carb","(1 of 4) 3.1.3.58 - Sugar-terminal-phosphatase / Xylitol-5-phosphatase","GO:0008152 GO:0016787","KOG2914","","PF13419","PTHR18901 PTHR18901:SF42","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"726","Manes.15G179700.v8.1","turquoise","Manes.15G179700","PWY-882; PWY-5659","carb","(1 of 5) 2.7.7.13 - Mannose-1-phosphate guanylyltransferase / GTP-mannose-1-phosphate guanylyltransferase","GO:0009058 GO:0016779","","K00966","PF00132 PF00483","PTHR22572 PTHR22572:SF104",""
"727","Manes.15G179800.v8.1","turquoise","Manes.15G179800","PWY-7426","carb","(1 of 1) 3.2.1.114 - Mannosyl-oligosaccharide 1;3-1;6-alpha-mannosidase / Mannosidase II","GO:0004553 GO:0004559 GO:0005975 GO:0006013 GO:0008270 GO:0015923","","K01231","PF01074 PF07748 PF09261","PTHR11607 PTHR11607:SF4","golgi alpha-mannosidase II"
"728","Manes.15G182200.v8.1","cyan","Manes.15G182200","","carb","(1 of 3) PTHR10788//PTHR10788:SF48 - TREHALOSE-6-PHOSPHATE SYNTHASE // ALPHA;ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 6","GO:0003824 GO:0005992 GO:0008152","","K16055","PF00982 PF02358","PTHR10788 PTHR10788:SF48","trehalose phosphatase/synthase 5"
"729","Manes.15G185100.v8.1","grey","Manes.15G185100","PHOTOALL-PWY; PWY-5723; CALVIN-PWY","carb","(1 of 2) 2.7.1.19 - Phosphoribulokinase / Phosphopentokinase","GO:0005524 GO:0005975 GO:0008152 GO:0008974 GO:0016301","KOG4203","K00855","PF00485","PTHR10285 PTHR10285:SF74","phosphoribulokinase"
"730","Manes.15G187301.v8.1","magenta3","Manes.15G187301","","carb","(1 of 3) K01187 - alpha-glucosidase (malZ)","GO:0004553 GO:0005975","KOG1065","K01187","PF01055 PF13802","PTHR22762 PTHR22762:SF7","heteroglycan glucosidase 1"
"731","Manes.15G190275.v8.1","palevioletred1","Manes.15G190275","PWY-6724","carb","(1 of 1) PTHR31352//PTHR31352:SF8 - FAMILY NOT NAMED // BETA-AMYLASE 8","GO:0000272 GO:0016161","","","PF01373 PF05687","PTHR31352 PTHR31352:SF8","beta-amylase 2"
"732","Manes.15G192300.v8.1","salmon","Manes.15G192300","","carb","(1 of 2) PTHR31062//PTHR31062:SF16 - FAMILY NOT NAMED // XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 29-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","","PF00722 PF06955","PTHR31062 PTHR31062:SF16","xyloglucan endotransglucosylase/hydrolase 30"
"733","Manes.16G000200.v8.1","mediumpurple2","Manes.16G000200","","carb","(1 of 6) 1.8.7.2 - Ferredoxin:thioredoxin reductase","GO:0009107 GO:0015979 GO:0016992 GO:0051539","","","PF02941","PTHR10949 PTHR10949:SF11","ferredoxin/thioredoxin reductase subunit A (variable subunit) 2"
"734","Manes.16G002600.v8.1","darkred","Manes.16G002600","PWY-5464; PWY-1042","carb","(1 of 3) K00895 - pyrophosphate--fructose-6-phosphate 1-phosphotransferase (E2.7.1.90; pfk)","GO:0003872 GO:0005524 GO:0006002 GO:0006096 GO:0047334","","K00895","PF00365","PTHR13697 PTHR13697:SF26","Phosphofructokinase family protein"
"735","Manes.16G005900.v8.1","darkslateblue","Manes.16G005900","","carb","(1 of 2) PTHR32227:SF120 - GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 1","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF120","O-Glycosyl hydrolases family 17 protein"
"736","Manes.16G006600.v8.1","darkmagenta","Manes.16G006600","","carb","(1 of 1) PTHR11214:SF109 - BETA-1;3-GALACTOSYLTRANSFERASE 1-RELATED","GO:0006486 GO:0008378 GO:0016020","KOG2288","","PF01762 PF13334","PTHR11214 PTHR11214:SF109",""
"737","Manes.16G006900.v8.1","blue","Manes.16G006900","GLYCOGENSYNTH-PWY; PWY-622","carb","(1 of 3) PTHR12526//PTHR12526:SF341 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:2001070","","","PF00534 PF13579 PF16760","PTHR12526 PTHR12526:SF341","starch synthase 3"
"738","Manes.16G010500.v8.1","plum2","Manes.16G010500","PWY-6002; PWY-7089; PWY-5176; PWY-7092; PWY-7091; PWY-3121","carb","(1 of 5) K05350 - beta-glucosidase (bglB)","GO:0004553 GO:0005975","","K05350","PF00232","PTHR10353 PTHR10353:SF27","beta-glucosidase 47"
"739","Manes.16G011700.v8.1","green","Manes.16G011700","","carb","(1 of 2) PTHR31062//PTHR31062:SF1 - FAMILY NOT NAMED // XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF1","xyloglucan endotransglucosylase/hydrolase 8"
"740","Manes.16G017000.v8.1","palevioletred","Manes.16G017000","","carb","(1 of 1) PTHR33399//PTHR33399:SF3 - FAMILY NOT NAMED // OXYGEN-EVOLVING ENHANCER PROTEIN 3-1; CHLOROPLASTIC-RELATED","GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898","","K08901","PF05757","PTHR33399 PTHR33399:SF3","photosystem II subunit Q-2"
"741","Manes.16G023900.v8.1","lightgreen","Manes.16G023900","PWY-6527; PWY0-1301","carb","(1 of 1) PTHR11452//PTHR11452:SF36 - ALPHA-GALACTOSIDASE/ALPHA-N-ACETYLGALACTOSAMINIDASE // SUBFAMILY NOT NAMED","GO:0004553 GO:0005975","KOG2366","K07407","PF16499","PTHR11452 PTHR11452:SF36",""
"742","Manes.16G027432.v8.1","magenta","Manes.16G027432","PWY-6773","carb","(1 of 3) PTHR12741//PTHR12741:SF23 - LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1 // CALLOSE SYNTHASE 11","GO:0000148 GO:0003843 GO:0006075 GO:0016020","","","PF02364","PTHR12741 PTHR12741:SF23",""
"743","Manes.16G035000.v8.1","lightsteelblue1","Manes.16G035000","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 3) PTHR11817:SF5 - PYRUVATE KINASE-RELATED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF5","Pyruvate kinase family protein"
"744","Manes.16G035500.v8.1","brown","Manes.16G035500","CHLOROPHYLL-SYN","carb","(1 of 2) K03405 - magnesium chelatase subunit I (chlI; bchI)","GO:0005524 GO:0006779 GO:0015979 GO:0015995 GO:0016851","","K03405","PF01078","PTHR32039 PTHR32039:SF9","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"745","Manes.16G040000.v8.1","grey60","Manes.16G040000","","carb","(1 of 6) 1.8.7.2 - Ferredoxin:thioredoxin reductase","GO:0009107 GO:0015979 GO:0016992 GO:0051539","","","PF02941","PTHR10949 PTHR10949:SF11","ferredoxin/thioredoxin reductase subunit A (variable subunit) 2"
"746","Manes.16G042700.v8.1","salmon","Manes.16G042700","","carb","(1 of 1) PTHR10788:SF18 - ALPHA;ALPHA-TREHALOSE-PHOSPHATE SYNTHASE [UDP-FORMING] 7-RELATED","GO:0003824 GO:0005992 GO:0008152","","K16055","PF00982 PF02358","PTHR10788 PTHR10788:SF18","trehalose-phosphatase/synthase 7"
"747","Manes.16G044600.v8.1","turquoise","Manes.16G044600","PWY-1061","carb","(1 of 1) PTHR32116//PTHR32116:SF27 - FAMILY NOT NAMED // GALACTURONOSYLTRANSFERASE 10-RELATED","GO:0016757 GO:0047262","","K13648","PF01501","PTHR32116 PTHR32116:SF27","galacturonosyltransferase 10"
"748","Manes.16G049052.v8.1","yellow2","Manes.16G049052","","carb","(1 of 6) PTHR19957:SF119 - SYNTAXIN-8","GO:0004559 GO:0005515 GO:0005975","","","PF01074","PTHR19957 PTHR19957:SF119",""
"749","Manes.16G050000.v8.1","yellow4","Manes.16G050000","","carb","(1 of 1) K03859 - phosphatidylinositol glycan; class C (PIGC; GPI2)","GO:0006506 GO:0016021 GO:0017176","KOG3059","K03859","PF06432","PTHR12982 PTHR12982:SF0","phosphatidylinositolglycan synthase family protein"
"750","Manes.16G056000.v8.1","blue2","Manes.16G056000","PHOTOALL-PWY; PWY-101","carb","(1 of 1) K02694 - photosystem I subunit III (psaF)","GO:0009522 GO:0009538 GO:0015979","","K02694","PF02507","PTHR34939 PTHR34939:SF1","photosystem I subunit F"
"751","Manes.16G061800.v8.1","powderblue","Manes.16G061800","","carb","(1 of 3) K01187 - alpha-glucosidase (malZ)","GO:0004553 GO:0005975","","K01187","PF01055 PF13802 PF16863","PTHR22762 PTHR22762:SF82","Glycosyl hydrolases family 31  protein"
"752","Manes.16G068300.v8.1","magenta","Manes.16G068300","PHOTOALL-PWY; PWY-101","carb","(1 of 1) PTHR31407:SF7 - PSBP DOMAIN-CONTAINING PROTEIN 5; CHLOROPLASTIC","GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898","","","PF01789","PTHR31407 PTHR31407:SF7","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"753","Manes.16G073200.v8.1","magenta3","Manes.16G073200","PWY66-399; PWY-3881; PWY-882; GLUCOSE1PMETAB-PWY","carb","(1 of 2) 3.1.3.23 - Sugar-phosphatase","GO:0003824 GO:0004222 GO:0006364 GO:0008152 GO:0016787","","","PF00702 PF02130","PTHR10000 PTHR10000:SF8","haloacid dehalogenase-like hydrolase family protein"
"754","Manes.16G073900.v8.1","paleturquoise","Manes.16G073900","PWY-7117; GLUCONEO-PWY; PWY-241","carb","(1 of 1) PTHR23406:SF31 - NADP-DEPENDENT MALIC ENZYME 2-RELATED","GO:0004470 GO:0004471 GO:0006108 GO:0051287 GO:0055114","","K00029","PF00390 PF03949","PTHR23406 PTHR23406:SF31","NADP-malic enzyme 3"
"755","Manes.16G076300.v8.1","lightsteelblue1","Manes.16G076300","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","GO:0003872 GO:0005524 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7",""
"756","Manes.16G080700.v8.1","sienna2","Manes.16G080700","","carb","(1 of 1) PTHR11214:SF85 - BETA-1;3-GALACTOSYLTRANSFERASE 12-RELATED","GO:0006486 GO:0008378 GO:0016020","KOG2288","","PF01762","PTHR11214 PTHR11214:SF85","Galactosyltransferase family protein"
"757","Manes.16G084500.v8.1","lightpink1","Manes.16G084500","","carb","(1 of 3) PTHR34455//PTHR34455:SF1 - FAMILY NOT NAMED // EXPRESSED PROTEIN","GO:0009523 GO:0015979 GO:0016020","","","PF06596","PTHR34455 PTHR34455:SF1",""
"758","Manes.16G089100.v8.1","saddlebrown","Manes.16G089100","PWY-1081","carb","(1 of 2) PTHR31707:SF10 - PECTINESTERASE/PECTINESTERASE INHIBITOR 32-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095 PF04043","PTHR31707 PTHR31707:SF10","pectin methylesterase 44"
"759","Manes.16G089200.v8.1","pink","Manes.16G089200","PWY-1081","carb","(1 of 2) PTHR31707//PTHR31707:SF39 - FAMILY NOT NAMED // PECTINESTERASE/PECTINESTERASE INHIBITOR 12-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095 PF04043","PTHR31707 PTHR31707:SF39","Plant invertase/pectin methylesterase inhibitor superfamily"
"760","Manes.16G089400.v8.1","lightgreen","Manes.16G089400","PWY-1081","carb","(1 of 2) PTHR31707:SF19 - PECTINESTERASE/PECTINESTERASE INHIBITOR 54-RELATED","GO:0004857 GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095 PF04043","PTHR31707 PTHR31707:SF19","Plant invertase/pectin methylesterase inhibitor superfamily"
"761","Manes.16G090600.v8.1","lightsteelblue1","Manes.16G090600","PWY-3801","carb","(1 of 2) PTHR12526:SF391 - SUCROSE SYNTHASE 1-RELATED","GO:0005985 GO:0016157","","K00695","PF00534 PF00862","PTHR12526 PTHR12526:SF391","sucrose synthase 4"
"762","Manes.16G091600.v8.1","red","Manes.16G091600","PWY-1081","carb","(1 of 137) 3.1.1.11 - Pectinesterase / Pectin methylesterase","GO:0004857","","","PF04043","PTHR31080 PTHR31080:SF26","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"763","Manes.16G097300.v8.1","green","Manes.16G097300","","carb","(1 of 3) PTHR34455:SF1 - EXPRESSED PROTEIN","GO:0009523 GO:0015979 GO:0016020","","","PF06596","PTHR34455 PTHR34455:SF1","photosystem II subunit X"
"764","Manes.16G099600.v8.1","pink4","Manes.16G099600","PWY-5175; PWY-5946; CAROTENOID-PWY","carot","(1 of 1) 5.5.1.18 - Lycopene epsilon-cyclase","GO:0016117 GO:0016705","","K06444","PF05834","PTHR13789 PTHR13789:SF207","Lycopene beta/epsilon cyclase protein"
"765","Manes.16G102300.v8.1","pink","Manes.16G102300","","carb","(1 of 5) PTHR23421//PTHR23421:SF74 - BETA-GALACTOSIDASE RELATED // BETA-GALACTOSIDASE 1","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF74",""
"766","Manes.16G102400.v8.1","lightcyan","Manes.16G102400","","carb","(1 of 5) PTHR23421//PTHR23421:SF74 - BETA-GALACTOSIDASE RELATED // BETA-GALACTOSIDASE 1","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF74",""
"767","Manes.16G106600.v8.1","lightsteelblue1","Manes.16G106600","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","carb","(1 of 4) PTHR13697:SF7 - 6-PHOSPHOFRUCTOKINASE 1-RELATED","GO:0003872 GO:0006002 GO:0006096","","K00850","PF00365","PTHR13697 PTHR13697:SF7","phosphofructokinase 3"
"768","Manes.16G107700.v8.1","red","Manes.16G107700","","carb","(1 of 2) PTHR32227//PTHR32227:SF88 - FAMILY NOT NAMED // GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 12-RELATED","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF88","O-Glycosyl hydrolases family 17 protein"
"769","Manes.16G108100.v8.1","royalblue3","Manes.16G108100","PWY-1081","carb","(1 of 1) PTHR31321:SF17 - PECTINESTERASE 53-RELATED","GO:0005618 GO:0030599 GO:0042545","","K01051","PF01095","PTHR31321 PTHR31321:SF17","Pectin lyase-like superfamily protein"
"770","Manes.16G108900.v8.1","magenta","Manes.16G108900","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","carb","(1 of 4) PTHR19443//PTHR19443:SF26 - HEXOKINASE // SUBFAMILY NOT NAMED","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","","PF03727","PTHR19443 PTHR19443:SF26",""
"771","Manes.16G109900.v8.1","grey","Manes.16G109900","PWY-7117; GLUCONEO-PWY; PWY-241","carb","(1 of 4) 1.1.1.40 - Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) / Pyruvic-malic carboxylase","GO:0004470 GO:0004471 GO:0006108 GO:0051287 GO:0055114","","K00029","PF00390 PF03949","PTHR23406 PTHR23406:SF11","NADP-malic enzyme 3"
"772","Manes.16G110700.v8.1","purple","Manes.16G110700","MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS","carb","(1 of 1) PTHR13872:SF1 - DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT STT3B","GO:0004576 GO:0006486 GO:0016020","","K07151","PF02516","PTHR13872 PTHR13872:SF1","staurosporin and temperature sensitive 3-like A"
