"","locusName","Description","class","Pathways","Pathways_Desc","GODescription","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"332","Manes.08G076550","(1 of 2) 2.5.1.1//2.5.1.10 - Dimethylallyltranstransferase / Prenyltransferase // (2E,6E)-farnesyl diphosphate synthase / Geranyltranstransferase","carotenoid","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); (3<i>R</i>)-linalool biosynthesis; <i>all-trans</i>-farnesol biosynthesis; geranyl diphosphate biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0711","K00787","PF00348","PTHR11525 PTHR11525:SF5","farnesyl diphosphate synthase 1"
"333","Manes.08G122300","(1 of 2) 2.7.1.36 - Mevalonate kinase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","mevalonate kinase activity; ATP binding; cytoplasm; metabolic process; isoprenoid biosynthetic process; kinase activity; phosphotransferase activity, alcohol group as acceptor","GO:0004496 GO:0005524 GO:0005737 GO:0008152 GO:0008299 GO:0016301 GO:0016773","KOG1511","K00869","PF00288 PF08544","PTHR10457 PTHR10457:SF4","mevalonate kinase"
"334","Manes.08G128100","(1 of 1) 1.14.99.30 - Transferred entry: 1.3.5.6","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","carotenoid biosynthetic process; 9,9'-di-cis-zeta-carotene desaturase activity","GO:0016117 GO:0016719 GO:0055114","KOG0029","K00514","PF13450","PTHR10742 PTHR10742:SF274","zeta-carotene desaturase"
"335","Manes.09G008200","(1 of 1) K06443 - lycopene beta-cyclase (lcyB, crtL1, crtY)","carotenoid","CAROTENOID-PWY; PWY-5947; PWY-5943","superpathway of carotenoid biosynthesis; lutein biosynthesis; &beta;-carotene biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016117 GO:0016705","","K06443","PF05834","PTHR13789 PTHR13789:SF249","lycopene cyclase"
"336","Manes.09G079657","(1 of 1) PTHR24291//PTHR24291:SF46 - FAMILY NOT NAMED // CYTOCHROME P450 97B3, CHLOROPLASTIC","carotenoid","; CAROTENOID-PWY; PWY-5947","; superpathway of carotenoid biosynthesis; lutein biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","","PF00067","PTHR24291 PTHR24291:SF46","cytochrome P450, family 97, subfamily B, polypeptide 3"
"337","Manes.09G084500","(1 of 2) 2.5.1.1//2.5.1.10 - Dimethylallyltranstransferase / Prenyltransferase // (2E,6E)-farnesyl diphosphate synthase / Geranyltranstransferase","carotenoid","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); (3<i>R</i>)-linalool biosynthesis; <i>all-trans</i>-farnesol biosynthesis; geranyl diphosphate biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0711","K00787","PF00348","PTHR11525 PTHR11525:SF5","farnesyl diphosphate synthase 1"
"338","Manes.09G113700","(1 of 1) PTHR24322//PTHR24322:SF309 - FAMILY NOT NAMED // SHORT-CHAIN DEHYDROGENASE REDUCTASE 2A","carotenoid","PWY-695","abscisic acid biosynthesis","metabolic process; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; oxidoreductase activity; siderophore biosynthetic process","GO:0008152 GO:0008667 GO:0016491 GO:0019290 GO:0055114","KOG0725","","PF13561","PTHR24322 PTHR24322:SF309","NAD(P)-binding Rossmann-fold superfamily protein"
"339","Manes.09G144600","(1 of 1) K09839 - violaxanthin de-epoxidase (VDE, NPQ1)","carotenoid","CAROTENOID-PWY; PWY-5945","superpathway of carotenoid biosynthesis; zeaxanthin, antheraxanthin and violaxanthin interconversion","chloroplast; violaxanthin de-epoxidase activity","GO:0009507 GO:0046422 GO:0055114","","K09839","PF07137","PTHR33970 PTHR33970:SF1","non-photochemical quenching 1"
"340","Manes.09G155801","(1 of 2) 1.3.5.6 - 9,9'-di-cis-zeta-carotene desaturase / Zeta-carotene desaturase","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","","","","","","PTHR10742 PTHR10742:SF274",""
"341","Manes.09G165700","(1 of 2) 2.7.1.36 - Mevalonate kinase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","mevalonate kinase activity; ATP binding; cytoplasm; metabolic process; isoprenoid biosynthetic process; kinase activity; phosphotransferase activity, alcohol group as acceptor","GO:0004496 GO:0005524 GO:0005737 GO:0008152 GO:0008299 GO:0016301 GO:0016773","KOG1511","K00869","PF00288 PF08544","PTHR10457 PTHR10457:SF4","mevalonate kinase"
"342","Manes.10G058800","(1 of 2) 4.1.1.33 - Diphosphomevalonate decarboxylase / Mevalonate pyrophosphate decarboxylase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","diphosphomevalonate decarboxylase activity; ATP binding; cytosol; isoprenoid biosynthetic process; carboxy-lyase activity; isopentenyl diphosphate biosynthetic process, mevalonate pathway","GO:0004163 GO:0005524 GO:0005829 GO:0008299 GO:0016831 GO:0019287","","K01597","PF00288","PTHR10977","GHMP kinase family protein"
"343","Manes.11G077300","(1 of 1) PTHR24322:SF547 - ALCOHOL DEHYDROGENASE-LIKE PROTEIN","carotenoid","PWY-695","abscisic acid biosynthesis","metabolic process; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; oxidoreductase activity; siderophore biosynthetic process","GO:0008152 GO:0008667 GO:0016491 GO:0019290 GO:0055114","KOG0725","","PF13561","PTHR24322 PTHR24322:SF547","NAD(P)-binding Rossmann-fold superfamily protein"
"344","Manes.11G098400","(1 of 1) PTHR12001:SF41 - HETERODIMERIC GERANYLGERANYL PYROPHOSPHATE SYNTHASE SMALL SUBUNIT, CHLOROPLASTIC","carotenoid","PWY-5910; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF41","geranylgeranyl reductase"
"345","Manes.11G144700","(1 of 2) 1.17.7.1 - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) / 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","iron ion binding; isoprenoid biosynthetic process; terpenoid biosynthetic process; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)","GO:0005506 GO:0008299 GO:0016114 GO:0046429 GO:0055114","","K03526","PF04551","PTHR30454 PTHR30454:SF0","4-hydroxy-3-methylbut-2-enyl diphosphate synthase"
"346","Manes.11G163700","(1 of 1) K14593 - capsanthin/capsorubin synthase (CCS1)","carotenoid","PWY-6809; PWY-695","neoxanthin biosynthesis; abscisic acid biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016117 GO:0016705","","K14593","PF05834","PTHR13789 PTHR13789:SF203",""
"347","Manes.12G005500","(1 of 2) 5.3.3.2 - Isopentenyl-diphosphate Delta-isomerase / Methylbutenylpyrophosphate isomerase","carotenoid","PWY-922; PWY-5910; PWY-6859; PWY-7560; PWY-5123","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); <i>all-trans</i>-farnesol biosynthesis; methylerythritol phosphate pathway II; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isopentenyl-diphosphate delta-isomerase activity; isoprenoid biosynthetic process; hydrolase activity","GO:0004452 GO:0008299 GO:0016787","KOG0142","K01823","PF00293","PTHR10885 PTHR10885:SF4","isopentenyl diphosphate isomerase 1"
"348","Manes.12G071600","(1 of 2) 5.5.1.19 - Lycopene beta-cyclase","carotenoid","CAROTENOID-PWY; PWY-5947; PWY-5943","superpathway of carotenoid biosynthesis; lutein biosynthesis; &beta;-carotene biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","","","","","PTHR32098 PTHR32098:SF5","Lycopene beta/epsilon cyclase protein"
"349","Manes.12G098600","(1 of 1) 2.5.1.1//2.5.1.10//2.5.1.29 - Dimethylallyltranstransferase / Prenyltransferase // (2E,6E)-farnesyl diphosphate synthase / Geranyltranstransferase // Geranylgeranyl diphosphate synthase / Geranylgeranyl-PP synthetase","carotenoid","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); (3<i>R</i>)-linalool biosynthesis; <i>all-trans</i>-farnesol biosynthesis; geranyl diphosphate biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis; geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF52","geranylgeranyl pyrophosphate synthase 1"
"350","Manes.12G119301","(1 of 4) PTHR10543:SF26 - 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED3, CHLOROPLASTIC-RELATED","carotenoid","PWY-695","abscisic acid biosynthesis","","","","","PF03055","PTHR10543 PTHR10543:SF26",""
"351","Manes.12G124300","(1 of 3) PTHR11624//PTHR11624:SF83 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF83",""
"352","Manes.12G144300","(1 of 2) 1.10.99.3 - Transferred entry: 1.23.5.1","carotenoid","CAROTENOID-PWY; PWY-5945","superpathway of carotenoid biosynthesis; zeaxanthin, antheraxanthin and violaxanthin interconversion","","","","","","PTHR33970 PTHR33970:SF2","violaxanthin de-epoxidase-related"
"353","Manes.13G005300","(1 of 2) 5.3.3.2 - Isopentenyl-diphosphate Delta-isomerase / Methylbutenylpyrophosphate isomerase","carotenoid","PWY-922; PWY-5910; PWY-6859; PWY-7560; PWY-5123","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); <i>all-trans</i>-farnesol biosynthesis; methylerythritol phosphate pathway II; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isopentenyl-diphosphate delta-isomerase activity; isoprenoid biosynthetic process; hydrolase activity","GO:0004452 GO:0008299 GO:0016787","KOG0142","K01823","PF00293","PTHR10885 PTHR10885:SF4","isopentenyl diphosphate isomerase 1"
"354","Manes.13G101600","(1 of 3) PTHR11624//PTHR11624:SF83 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF83",""
"355","Manes.13G114801","(1 of 4) PTHR10543:SF26 - 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED3, CHLOROPLASTIC-RELATED","carotenoid","PWY-695","abscisic acid biosynthesis","","","","","PF03055","PTHR10543 PTHR10543:SF26",""
"356","Manes.14G022700","(1 of 3) 1.14.13.129 - Beta-carotene 3-hydroxylase / Beta-carotene 3,3'-monooxygenase","carotenoid","PWY-5944; CAROTENOID-PWY","zeaxanthin biosynthesis; superpathway of carotenoid biosynthesis","iron ion binding; fatty acid biosynthetic process; oxidoreductase activity","GO:0005506 GO:0006633 GO:0016491 GO:0055114","","K15746","PF04116","PTHR31899 PTHR31899:SF1","beta-carotene hydroxylase 2"
"357","Manes.14G065900","(1 of 2) 1.1.1.267 - 1-deoxy-D-xylulose-5-phosphate reductoisomerase / DXP-reductoisomerase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","protein binding; isoprenoid biosynthetic process; 1-deoxy-D-xylulose-5-phosphate reductoisomerase activity; metal ion binding; NADPH binding","GO:0005515 GO:0008299 GO:0030604 GO:0046872 GO:0055114 GO:0070402","","K00099","PF02670 PF08436 PF13288","PTHR30525 PTHR30525:SF2","1-deoxy-D-xylulose 5-phosphate reductoisomerase"
"358","Manes.14G118900","(1 of 6) PTHR13789//PTHR13789:SF234 - MONOOXYGENASE // SUBFAMILY NOT NAMED","carotenoid","","","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016117 GO:0016705","KOG2614","","PF05834","PTHR13789 PTHR13789:SF234",""
"359","Manes.14G146200","(1 of 2) 2.7.7.60 - 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / MEP cytidylyltransferase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","isoprenoid biosynthetic process; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","GO:0008299 GO:0050518","","K00991","PF12804","PTHR32125 PTHR32125:SF4","Nucleotide-diphospho-sugar transferases superfamily protein"
"360","Manes.14G161600","(1 of 2) PTHR11624//PTHR11624:SF84 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF84",""
"361","Manes.14G166900","(1 of 2) 2.7.7.60 - 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / MEP cytidylyltransferase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","isoprenoid biosynthetic process; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity","GO:0008299 GO:0050518","","K00991","PF12804","PTHR32125 PTHR32125:SF4","Nucleotide-diphospho-sugar transferases superfamily protein"
"362","Manes.15G018800","(1 of 3) PTHR11624//PTHR11624:SF83 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF83","Deoxyxylulose-5-phosphate synthase"
"363","Manes.15G050500","(1 of 2) PTHR10543:SF48 - 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED6, CHLOROPLASTIC","carotenoid","PWY-695","abscisic acid biosynthesis","","","KOG1285","","PF03055","PTHR10543 PTHR10543:SF48","nine-cis-epoxycarotenoid dioxygenase 6"
"364","Manes.15G100400","(1 of 1) 2.5.1.83 - Hexaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) / HexPS","carotenoid","HEXPPSYN-PWY; PWY-6520; PWY-5807; PWY-5910; PWY-5783; PWY-5805; PWY-5120","hexaprenyl diphosphate biosynthesis; nonaprenyl diphosphate biosynthesis II; heptaprenyl diphosphate biosynthesis; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); octaprenyl diphosphate biosynthesis; nonaprenyl diphosphate biosynthesis I; geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process; photosynthesis; transferase activity, transferring alkyl or aryl (other than methyl) groups","GO:0008299 GO:0015979 GO:0016765","KOG0776","K05356","PF00348","PTHR12001 PTHR12001:SF18","solanesyl diphosphate synthase 2"
"365","Manes.15G102000","(1 of 6) K09840 - 9-cis-epoxycarotenoid dioxygenase (NCED)","carotenoid","PWY-695","abscisic acid biosynthesis","","","","K09840","PF03055","PTHR10543 PTHR10543:SF26","nine-cis-epoxycarotenoid dioxygenase 3"
"366","Manes.15G114100","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9",""
"367","Manes.15G122400","(1 of 2) PTHR10543//PTHR10543:SF42 - BETA-CAROTENE DIOXYGENASE // 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED2, CHLOROPLASTIC-RELATED","carotenoid","PWY-695","abscisic acid biosynthesis","","","","K09840","PF03055","PTHR10543 PTHR10543:SF42","nine-cis-epoxycarotenoid dioxygenase 5"
"368","Manes.15G140600","(1 of 1) PTHR24322:SF510 - ALCOHOL DEHYDROGENASE (ATA1)","carotenoid","PWY-695","abscisic acid biosynthesis","metabolic process; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; oxidoreductase activity; siderophore biosynthetic process","GO:0008152 GO:0008667 GO:0016491 GO:0019290 GO:0055114","KOG0725","","PF13561","PTHR24322 PTHR24322:SF510","TAPETUM 1"
"369","Manes.15G147700","(1 of 2) 1.17.1.2 - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase / HMBPP reductase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; metal ion binding; dimethylallyl diphosphate biosynthetic process; 4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity","GO:0019288 GO:0046872 GO:0050992 GO:0051745","","K03527","PF02401","PTHR31619 PTHR31619:SF2","4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"370","Manes.15G183500","(1 of 1) 1.14.99.42 - Zeaxanthin 7,8-dioxygenase / Zeaxanthin 7,8(7',8')-cleavage dioxygenase","carotenoid","PWY-695","abscisic acid biosynthesis","","","KOG1285","K09840","PF03055","PTHR10543 PTHR10543:SF46","nine-cis-epoxycarotenoid dioxygenase 4"
"371","Manes.16G076200","(1 of 4) PTHR10543//PTHR10543:SF30 - BETA-CAROTENE DIOXYGENASE // SUBFAMILY NOT NAMED","carotenoid","PWY-695","abscisic acid biosynthesis","","","KOG1285","","PF03055","PTHR10543 PTHR10543:SF30",""
"372","Manes.16G099600","(1 of 1) 5.5.1.18 - Lycopene epsilon-cyclase","carotenoid","PWY-5175; PWY-5946; CAROTENOID-PWY","lactucaxanthin biosynthesis; &delta;-carotene biosynthesis; superpathway of carotenoid biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016117 GO:0016705","","K06444","PF05834","PTHR13789 PTHR13789:SF207","Lycopene beta/epsilon cyclase protein"
"373","Manes.16G118600","(1 of 2) PTHR11624:SF64 - 1-D-DEOXYXYLULOSE 5-PHOSPHATE SYNTHASE-LIKE PROTEIN","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF64","1-deoxy-D-xylulose 5-phosphate synthase 3"
"374","Manes.16G135300","(1 of 1) PTHR10742:SF287 - PROTEIN GLF-1","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","","","KOG0029","","PF13450","PTHR10742 PTHR10742:SF287","FAD/NAD(P)-binding oxidoreductase family protein"
"375","Manes.17G071200","(1 of 2) PTHR10543//PTHR10543:SF42 - BETA-CAROTENE DIOXYGENASE // 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED2, CHLOROPLASTIC-RELATED","carotenoid","PWY-695","abscisic acid biosynthesis","","","","K09840","PF03055","PTHR10543 PTHR10543:SF42","nine-cis-epoxycarotenoid dioxygenase 5"
"376","Manes.17G098700","(1 of 2) 1.17.1.2 - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase / HMBPP reductase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; metal ion binding; dimethylallyl diphosphate biosynthetic process; 4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity","GO:0019288 GO:0046872 GO:0050992 GO:0051745","","K03527","PF02401","PTHR31619 PTHR31619:SF2","4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
