"","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"30931","Manes.18G013200","","","protein peptidyl-prolyl isomerization; peptidyl-prolyl cis-trans isomerase activity; protein folding",NA,"(1 of 3) PTHR11071//PTHR11071:SF250 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // SUBFAMILY NOT NAMED","GO:0000413 GO:0003755 GO:0006457","KOG0865","K01802","PF00160","PTHR11071 PTHR11071:SF250","rotamase CYP 3"
"30932","Manes.18G013300","","","",NA,"","","","","","PTHR37614 PTHR37614:SF1",""
"30933","Manes.18G013400","","","",NA,"","","","","","PTHR33828 PTHR33828:SF2",""
"30934","Manes.18G013500","","","",NA,"(1 of 2) PTHR35992:SF1 - CYTOMATRIX PROTEIN-LIKE PROTEIN","","","","","PTHR35992 PTHR35992:SF1","cytomatrix protein-related"
"30935","Manes.18G013600","","","protein retention in ER lumen; ER retention sequence binding",NA,"(1 of 4) PTHR10585:SF34 - ER LUMEN PROTEIN RETAINING RECEPTOR-LIKE PROTEIN","GO:0006621 GO:0016021 GO:0046923","KOG3106","","PF00810","PTHR10585 PTHR10585:SF34","ER lumen protein retaining receptor family protein"
"30936","Manes.18G013700","","","",NA,"(1 of 1) PTHR23201//PTHR23201:SF9 - EXTENSIN; PROLINE-RICH PROTEIN // SUBFAMILY NOT NAMED","","","","PF02704","PTHR23201 PTHR23201:SF9",""
"30937","Manes.18G013740","","","",NA,"","","","","","PTHR34792",""
"30938","Manes.18G013900","","","protein transport",NA,"(1 of 2) K11827 - AP-2 complex subunit sigma-1 (AP2S1)","GO:0008565 GO:0015031","KOG0935","K11827","PF01217","PTHR11753 PTHR11753:SF17","SNARE-like superfamily protein"
"30939","Manes.18G014000","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","carb","(1 of 1) PTHR19443:SF5 - HEXOKINASE-LIKE 1 PROTEIN","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF5","hexokinase 3"
"30940","Manes.18G014100","","","",NA,"","","","","","PTHR32054 PTHR32054:SF18","Plant protein of unknown function (DUF827)"
"30941","Manes.18G014200","","","",NA,"(1 of 2) PTHR35111//PTHR35111:SF2 - FAMILY NOT NAMED // F10A5.9","","","","","PTHR35111 PTHR35111:SF2","(1 of 1) PTHR35111:SF2 - F10A5.9"
"30942","Manes.18G014301","","","metal ion binding",NA,"(1 of 2) PTHR31681:SF1 - C2H2-LIKE ZINC FINGER PROTEIN","GO:0046872","","","","PTHR31681 PTHR31681:SF1","C2H2-like zinc finger protein"
"30943","Manes.18G014400","","","DNA-binding transcription factor activity; transcription regulator complex; regulation of DNA-templated transcription",NA,"(1 of 1) PTHR12081:SF51 - TRANSCRIPTION FACTOR E2FC","GO:0003700 GO:0005667 GO:0006355","KOG2577","K06620","PF02319 PF16421","PTHR12081 PTHR12081:SF51","winged-helix DNA-binding transcription factor family protein"
"30944","Manes.18G014500","","","",NA,"(1 of 4) K17338 - receptor expression-enhancing protein 1/2/3/4 (REEP1_2_3_4)","","KOG1726","K17338","PF03134","PTHR12300 PTHR12300:SF26","Abscisic acid-responsive (TB2/DP1, HVA22) family protein"
"30945","Manes.18G014600","","","",NA,"(1 of 1) PTHR15852//PTHR15852:SF27 - FAMILY NOT NAMED // PROTEIN DISULFIDE-ISOMERASE LQY1","","","","","PTHR15852 PTHR15852:SF27","DnaJ/Hsp40 cysteine-rich domain superfamily protein"
"30946","Manes.18G014700","","","",NA,"(1 of 10) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)","","","","PF12776","PTHR31704 PTHR31704:SF18",""
"30947","Manes.18G014800","","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 2) PTHR22298:SF57 - ENDOGLUCANASE 10-RELATED","GO:0004553 GO:0005975","","","PF00759","PTHR22298 PTHR22298:SF57","glycosyl hydrolase 9B7"
"30948","Manes.18G014900","","","",NA,"(1 of 17) K06966 - uncharacterized protein (K06966)","","","K06966","PF03641","PTHR31223 PTHR31223:SF19",""
"30949","Manes.18G015025","SULFMETII-PWY; PWY-6932; PWY-5340","sulfate reduction II (assimilatory); selenate reduction; sulfate activation for sulfonation","sulfate assimilation; sulfate adenylyltransferase (ATP) activity",NA,"(1 of 3) K13811 - 3'-phosphoadenosine 5'-phosphosulfate synthase (PAPSS)","GO:0000103 GO:0004781","","K13811","PF01747 PF14306","PTHR11055 PTHR11055:SF25","Pseudouridine synthase/archaeosine transglycosylase-like family protein"
"30950","Manes.18G015150","","","response to auxin",NA,"(1 of 91) K14488 - SAUR family protein (SAUR)","GO:0009733","","K14488","PF02519","PTHR31374 PTHR31374:SF44","SAUR-like auxin-responsive protein family"
"30951","Manes.18G015200","","","",NA,"(1 of 2) PTHR31580:SF4 - FILAMENT-LIKE PLANT PROTEIN 4-RELATED","","","","PF05911","PTHR31580 PTHR31580:SF4","Plant protein of unknown function (DUF869)"
"30952","Manes.18G015300","","","response to auxin",NA,"(1 of 2) PTHR31374//PTHR31374:SF34 - FAMILY NOT NAMED // F6F9.11 PROTEIN-RELATED","GO:0009733","","K14488","PF02519","PTHR31374 PTHR31374:SF34","SAUR-like auxin-responsive protein family"
"30953","Manes.18G015400","","","DNA binding; nucleus; regulation of DNA-templated transcription; response to hormone",NA,"(1 of 1) PTHR31384:SF10 - AUXIN RESPONSE FACTOR 5","GO:0003677 GO:0005634 GO:0006355 GO:0009725","","K14486","PF02309 PF02362 PF06507","PTHR31384 PTHR31384:SF10","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related"
"30954","Manes.18G015500","","","methyltransferase activity",NA,"(1 of 2) PTHR10108//PTHR10108:SF837 - METHYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0008168","","","PF03141","PTHR10108 PTHR10108:SF837","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"30955","Manes.18G015600","","","",NA,"","","","","","PTHR36028",""
"30956","Manes.18G015700","","","",NA,"(1 of 1) PTHR23354:SF67 - TLD-DOMAIN CONTAINING NUCLEOLAR PROTEIN","","KOG4636","","PF07534","PTHR23354 PTHR23354:SF67","TLD-domain containing nucleolar protein"
"30957","Manes.18G015800","","","",NA,"(1 of 1) K17434 - large subunit ribosomal protein L53 (MRPL53)","","","K17434","PF10780","PTHR33618","(1 of 1) PTHR33618:SF1 - 39S RIBOSOMAL PROTEIN L53, MITOCHONDRIAL"
"30958","Manes.18G015900","","","metal ion binding",NA,"","GO:0046872","","","","PTHR33400 PTHR33400:SF3","Zinc finger C-x8-C-x5-C-x3-H type family protein"
"30959","Manes.18G016000","","","metal ion binding",NA,"","GO:0046872","","","","PTHR33400 PTHR33400:SF3","Zinc finger C-x8-C-x5-C-x3-H type family protein"
"30960","Manes.18G016100","","","protein binding",NA,"(1 of 1) PTHR32295//PTHR32295:SF16 - FAMILY NOT NAMED // PROTEIN IQ-DOMAIN 32","GO:0005515","","","PF00612 PF13178","PTHR32295 PTHR32295:SF16","IQ-domain 32"
"30961","Manes.18G016200","","","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,"(1 of 27) PTHR24298//PTHR24298:SF86 - FAMILY NOT NAMED // CYTOCHROME P450 71B21-RELATED","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","","","PF00067","PTHR24298 PTHR24298:SF86","cytochrome P450, family 83, subfamily B, polypeptide 1"
"30962","Manes.18G016300","","","",NA,"(1 of 2) PTHR22870:SF195 - REGULATOR OF CHROMOSOME CONDENSATION (RCC1) FAMILY PROTEIN","","","","PF00415","PTHR22870 PTHR22870:SF195","Regulator of chromosome condensation (RCC1) family protein"
"30963","Manes.18G016400","","","",NA,"","","","","","",""
"30964","Manes.18G016450","","","",NA,"","","","","","PTHR31965","(1 of 1) PTHR31965:SF1 - TRANSMEMBRANE PROTEIN 42"
"30965","Manes.18G016500","","","nucleosome; DNA binding",NA,"(1 of 13) K11253 - histone H3 (H3)","GO:0000786 GO:0003677","KOG1745","K11253","PF00125","PTHR11426","Histone superfamily protein"
"30966","Manes.18G016700","","","",NA,"(1 of 3) PTHR32208//PTHR32208:SF19 - FAMILY NOT NAMED // F14L17.20 PROTEIN","","","","PF07250 PF09118","PTHR32208 PTHR32208:SF19","glyoxal oxidase-related protein"
"30967","Manes.18G016750","","","proton transmembrane transporter activity; proton-transporting two-sector ATPase complex, proton-transporting domain; proton-transporting V-type ATPase, V0 domain",NA,"(1 of 1) PTHR10263:SF14 - V-TYPE PROTON ATPASE 16 KDA PROTEOLIPID SUBUNIT C2","GO:0015078 GO:0015991 GO:0033177 GO:0033179","KOG0232","K02155","PF00137","PTHR10263 PTHR10263:SF14",""
"30968","Manes.18G016800","PWY-6441","spermine and spermidine degradation III","protein binding",NA,"(1 of 2) PTHR10742:SF284 - LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A","GO:0005515","KOG0029","","PF04433 PF13450","PTHR10742 PTHR10742:SF284","LSD1-like 3"
"30969","Manes.18G017100","PWY4FS-7; PWY0-1319; TRIGLSYN-PWY; PWY-7411; PWY-7417","phosphatidylglycerol biosynthesis I (plastidic); CDP-diacylglycerol biosynthesis II; diacylglycerol and triacylglycerol biosynthesis; superpathway of phosphatidate biosynthesis (yeast); phospholipid remodeling (phosphatidate, yeast)","",NA,"(1 of 1) PTHR10992//PTHR10992:SF866 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","","KOG4409","","PF00561","PTHR10992 PTHR10992:SF866","alpha/beta-Hydrolases superfamily protein"
"30970","Manes.18G017200","","","",NA,"(1 of 1) PTHR33925//PTHR33925:SF3 - FAMILY NOT NAMED // PROTEIN ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6; CHLOROPLASTIC","","","","PF13355","PTHR33925 PTHR33925:SF3","Chaperone DnaJ-domain superfamily protein"
"30971","Manes.18G017300","","","microtubule motor activity; ATP binding; kinesin complex; microtubule-based movement; microtubule binding",NA,"(1 of 2) PTHR24115//PTHR24115:SF496 - FAMILY NOT NAMED // ATP BINDING MICROTUBULE MOTOR FAMILY PROTEIN","GO:0003777 GO:0005524 GO:0005871 GO:0007018 GO:0008017","KOG0242","K11498","PF00225 PF11995","PTHR24115 PTHR24115:SF496","ATP binding microtubule motor family protein"
"30972","Manes.18G017550","","","",NA,"","","","","","",""
"30973","Manes.18G017800","","","calcium ion binding; protein binding",NA,"(1 of 2) PTHR23083//PTHR23083:SF380 - TETRATRICOPEPTIDE REPEAT PROTEIN; TPR // SUBFAMILY NOT NAMED","GO:0005509 GO:0005515","","","PF13371 PF13414","PTHR23083 PTHR23083:SF380","Calcium-binding tetratricopeptide family protein"
"30974","Manes.18G018000","","","protein binding",NA,"(1 of 2) PTHR13233:SF0 - MICROSPHERULE PROTEIN 1","GO:0005515","","","PF00498 PF13325","PTHR13233 PTHR13233:SF0","Forkhead-associated (FHA) domain-containing protein"
"30975","Manes.18G018100","","","structural molecule activity; protein binding; intracellular protein transport; vesicle-mediated transport; membrane coat; COPI vesicle coat",NA,"(1 of 3) K05236 - coatomer protein complex; subunit alpha (xenin) (COPA)","GO:0005198 GO:0005515 GO:0006886 GO:0016192 GO:0030117 GO:0030126","","K05236","PF00400 PF04053 PF06957","PTHR19876 PTHR19876:SF7",""
"30976","Manes.18G018200","","","",NA,"(1 of 9) PF05142 - Domain of unknown function (DUF702) (DUF702)","","","","PF05142","PTHR31604 PTHR31604:SF6","SHI-related sequence 5"
"30977","Manes.18G018300","","","vacuolar proton-transporting V-type ATPase, V0 domain; proton transmembrane transporter activity; proton-transporting V-type ATPase, V0 domain",NA,"(1 of 4) K02154 - V-type H+-transporting ATPase subunit a (ATPeV0A; ATP6N)","GO:0000220 GO:0015078 GO:0015991 GO:0033179","","K02154","PF01496","PTHR11629 PTHR11629:SF69",""
"30978","Manes.18G018400","","","proteolysis; cysteine-type peptidase activity",NA,"(1 of 1) PTHR12411//PTHR12411:SF365 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED","GO:0006508 GO:0008234","","K01373","PF00112 PF08246","PTHR12411 PTHR12411:SF365","Papain family cysteine protease"
"30979","Manes.18G018500","","","nucleosome; DNA binding",NA,"(1 of 13) K11253 - histone H3 (H3)","GO:0000786 GO:0003677","KOG1745","K11253","PF00125","PTHR11426","Histone superfamily protein"
"30980","Manes.18G018800","","","membrane; transmembrane transporter activity",NA,"(1 of 2) PTHR31218:SF53 - PROTEIN WALLS ARE THIN 1","GO:0016020 GO:0016021 GO:0022857","","","PF00892","PTHR31218 PTHR31218:SF53","Walls Are Thin 1"
"30981","Manes.18G018900","","","transporter activity; transport; membrane",NA,"(1 of 1) PTHR11654//PTHR11654:SF21 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED","GO:0005215 GO:0006810 GO:0016020","","K14638","PF00854","PTHR11654 PTHR11654:SF21",""
"30982","Manes.18G019000","PWY-5083; PWY-6348","NAD/NADH phosphorylation and dephosphorylation; phosphate acquisition","protein binding; hydrolase activity",NA,"(1 of 3) 3.1.3.2//3.1.3.41//3.1.3.60 - Acid phosphatase / Phosphomonoesterase // 4-nitrophenylphosphatase // Phosphoenolpyruvate phosphatase","GO:0005515 GO:0016787","","","PF00149 PF14008 PF16656","PTHR22953 PTHR22953:SF35","purple acid phosphatase 12"
"30983","Manes.18G019100","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 196) PF00847 - AP2 domain (AP2)","GO:0003700 GO:0006355","","","PF00847","PTHR31241 PTHR31241:SF6","Integrase-type DNA-binding superfamily protein"
"30984","Manes.18G019200","","","magnesium ion binding; GTPase activity; GTP binding",NA,"(1 of 1) PTHR11702//PTHR11702:SF3 - DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN-RELATED // GTP-BINDING PROTEIN 10","GO:0000287 GO:0003924 GO:0005525","KOG1489","","PF01018 PF01926","PTHR11702 PTHR11702:SF3",""
"30985","Manes.18G019300","","","protein binding",NA,"(1 of 3) KOG2659 - LisH motif-containing protein","GO:0005515","KOG2659","","PF10607","PTHR12864","LisH and RanBPM domains containing protein"
"30986","Manes.18G019400","","","proteolysis; cysteine-type peptidase activity",NA,"(1 of 1) PTHR12411//PTHR12411:SF387 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED","GO:0006508 GO:0008234","KOG1543","","PF00112 PF00396 PF08246","PTHR12411 PTHR12411:SF387","xylem bark cysteine peptidase 3"
"30987","Manes.18G019525","","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 6) K19355 - mannan endo-1;4-beta-mannosidase (MAN)","GO:0004553 GO:0005975","","K19355","PF00150","PTHR31451 PTHR31451:SF18",""
"30988","Manes.18G019650","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","carb","(1 of 1) PTHR22572//PTHR22572:SF110 - SUGAR-1-PHOSPHATE GUANYL TRANSFERASE // GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 2; CHLOROPLASTIC","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF110","ADPGLC-PPase large subunit"
"30989","Manes.18G019775","","","",NA,"","","","","","PTHR33640 PTHR33640:SF2",""
"30990","Manes.18G020000","PWY-6554; PWY-6369","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3); inositol pyrophosphates biosynthesis","ATP binding; inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity",NA,"(1 of 2) 2.7.1.158 - Inositol-pentakisphosphate 2-kinase / IP5 2-kinase","GO:0005524 GO:0035299","KOG4749","","PF06090","PTHR14456","Inositol-pentakisphosphate 2-kinase family protein"
"30991","Manes.18G020100","PWY-6614; PWY-6612; PWY-7200; PWY-7199; PWY-3841; PWY-7211; PWY-7184; PWY-7210","tetrahydrofolate biosynthesis; superpathway of tetrahydrofolate biosynthesis; superpathway of pyrimidine deoxyribonucleoside salvage; pyrimidine deoxyribonucleosides salvage; folate transformations II; superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis; pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I; pyrimidine deoxyribonucleotides biosynthesis from CTP","dihydrofolate reductase activity; glycine biosynthetic process; nucleotide biosynthetic process; NADP binding",NA,"(1 of 1) KOG1324 - Dihydrofolate reductase","GO:0004146 GO:0006545 GO:0009165 GO:0050661 GO:0055114","KOG1324","","PF00186","PTHR11548 PTHR11548:SF2",""
"30992","Manes.18G020332","","","transporter activity; intracellular anatomical structure; transport",NA,"(1 of 4) PTHR23324//PTHR23324:SF43 - SEC14 RELATED PROTEIN // PHOSPHATIDYLINOSITOL/PHOSPHATIDYLCHOLINE TRANSFER PROTEIN SFH6-RELATED","GO:0005215 GO:0005622 GO:0006810","KOG1471","","PF00650 PF03765","PTHR23324 PTHR23324:SF43",""
"30993","Manes.18G020500","","","nuclease activity",NA,"(1 of 2) PTHR15160//PTHR15160:SF3 - VON HIPPEL-LINDAU PROTEIN // BIFUNCTIONAL NUCLEASE 1-RELATED","GO:0004518","","","PF02577","PTHR15160 PTHR15160:SF3","bifunctional nuclease in basal defense response 1"
"30994","Manes.18G020600","","","protein dimerization activity",NA,"(1 of 2) PTHR16223:SF11 - TRANSCRIPTION FACTOR BHLH110","GO:0046983","","","","PTHR16223 PTHR16223:SF11","basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"30995","Manes.18G020700","PWY-7120","esterified suberin biosynthesis","acyltransferase activity, transferring groups other than amino-acyl groups",NA,"(1 of 11) 2.3.1.188 - Omega-hydroxypalmitate O-feruloyl transferase / O-hydroxycinnamoyltransferase","GO:0016747","","","PF02458","PTHR31642 PTHR31642:SF5","HXXXD-type acyl-transferase family protein"
"30996","Manes.18G020800","","","intracellular protein transport; vesicle-mediated transport; clathrin adaptor complex",NA,"(1 of 3) K12402 - AP-4 complex subunit mu-1 (AP4M1)","GO:0006886 GO:0016192 GO:0030131","KOG0937","K12402","PF00928 PF01217","PTHR10529 PTHR10529:SF242",""
"30997","Manes.18G020900","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; membrane; phosphotransferase activity, alcohol group as acceptor",NA,"(1 of 2) PTHR24055:SF205 - MITOGEN-ACTIVATED PROTEIN KINASE 1-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0016020 GO:0016773","","K04371","PF06293","PTHR24055 PTHR24055:SF205","mitogen-activated protein kinase homolog 2"
"30998","Manes.18G020950","","","",NA,"(1 of 6) K09503 - DnaJ homolog subfamily A member 2 (DNAJA2)","","","K09503","","PTHR24078 PTHR24078:SF237",""
"30999","Manes.18G021001","","","",NA,"","","","","","PTHR38362","conserved peptide upstream open reading frame 5"
"31000","Manes.18G021006","","","protein binding; zinc ion binding",NA,"","GO:0005515 GO:0008270","","","","PTHR31150 PTHR31150:SF8","RING/U-box superfamily protein"
"31001","Manes.18G021051","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 5) PTHR22952//PTHR22952:SF182 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED","GO:0003700 GO:0006355 GO:0043565","","","PF00170","PTHR22952 PTHR22952:SF182","G-box binding factor 6"
"31002","Manes.18G021101","","","",NA,"(1 of 1) PTHR33510//PTHR33510:SF6 - FAMILY NOT NAMED // PROTEIN TIC 20-I; CHLOROPLASTIC","","","","PF16166","PTHR33510 PTHR33510:SF6","translocon at the inner envelope membrane of chloroplasts 20"
"31003","Manes.18G021200","","","",NA,"(1 of 1) PTHR31898:SF1 - TRANSMEMBRANE PROTEIN 136","GO:0016021","KOG4474","","PF03798","PTHR31898 PTHR31898:SF1","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein"
"31004","Manes.18G021301","","","cytoplasm; DNA repair; DNA recombination; four-way junction helicase activity; hydrolase activity; protein catabolic process",NA,"(1 of 2) K03064 - 26S proteasome regulatory subunit T4 (PSMC6; RPT4)","GO:0005737 GO:0006281 GO:0006310 GO:0009378 GO:0016787 GO:0030163","","K03064","PF05496","PTHR23073 PTHR23073:SF32","AAA-type ATPase family protein"
